"","","","","","","Constants","Constants","Constants","Constants","Constants","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Responses","Responses","Responses","Composites","Objectives","","","","",
"Sampling","Iteration","Experiment","Marked","Category","Type","fa2","fa1","fa3","F10000","T","a1","a2","s11","s12","s13","s14","s15","s21","s22","s23","s24","s25","CurveMatching1","Curvematching1000","_10000ppms_Curvematching1000","StandardComposite1","StandardComposite1","Multi-Objective","Max Constr. Violation","Successful run","Simulation Location",
"Sampling1",2,9,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.9718207445343198e-002,9.9471470680448149e-002,4.6336033718703873e-002,5.4018984852761083e-002,6.1947069772341462e-002,3.2559686965106770e-002,7.8398660403705255e-003,3.6405105302198329e-002,4.5234899543550033e-002,6.0016685802825154e-002,2.3100494387251275e-002,9.9668896348054682e-003,2.2696562172751258e-001,1.1920255880303325e-001,6.1810850306044697e-002,4.0797903083659054e-001,4.0797903083659054e-001,4.0797903083659054e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,10,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,9.0765563517113457e-002,2.8787780943967320e-002,4.6355551023496283e-002,5.3547724158893126e-002,6.2035463280314805e-002,3.2033902659280980e-002,7.8185513282314663e-003,3.3544803386549762e-002,4.5519834621992800e-002,5.8140578369994408e-002,2.8139088586981758e-002,4.7045268445619201e-003,5.8375694186041889e-002,6.1927760924895187e-002,7.2459298748404607e-002,1.9276275385934166e-001,1.9276275385934166e-001,1.9276275385934166e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,11,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.8963261461520990e-002,9.3176777077502812e-002,4.4202834608200930e-002,5.0558696523203585e-002,5.7758012141265525e-002,3.1209618849289470e-002,1.3211990427111985e-002,3.3477174082847672e-002,4.0644336316989542e-002,5.8019204957039924e-002,3.1138841834548653e-002,9.6433976300473352e-003,2.2937681001355282e-002,5.7021071692100474e-002,1.2819120530592909e-001,2.0814995799938485e-001,2.0814995799938485e-001,2.0814995799938485e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,12,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.5260255793777953e-002,2.8941353776856776e-002,4.6530215294926631e-002,5.4252352849085930e-002,6.2038052804534990e-002,3.3403153476332659e-002,8.7663162542147947e-003,3.6424061077182483e-002,4.0870079468519303e-002,6.1343703698110791e-002,3.1723096022150912e-002,9.7718713234358247e-003,2.4457748487811981e-001,6.8003248367811298e-001,1.5093787836523012e-001,1.0755478469214630e+000,1.0755478469214630e+000,1.0755478469214630e+000,0.0000000000000000e+000,"yes","",
"Sampling1",2,13,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.9234209088249494e-002,9.9879972915010856e-002,4.3075354918901756e-002,5.0010554759370877e-002,6.0634293161170555e-002,3.1611140393086455e-002,7.9847203086735232e-003,3.3431803693435021e-002,4.5995462818348411e-002,5.8062350700133582e-002,3.2687340511146801e-002,4.8271162089034885e-003,1.6726177977021403e-001,6.0681526562679292e-002,8.5173651383302587e-002,3.1311695771619591e-001,3.1311695771619591e-001,3.1311695771619591e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,14,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.9457533205645881e-002,9.8425869218856682e-002,4.5400459778765223e-002,5.4481827511033226e-002,5.7502199155333250e-002,3.4836788217627999e-002,8.0843403375345600e-003,3.4612583412576017e-002,4.5997924286255300e-002,6.1403465468834351e-002,3.2636686462901805e-002,6.1289228278386693e-003,2.8006458662028382e+000,8.3643989329404056e-001,4.8166334878096947e-002,3.6852520943749756e+000,3.6852520943749756e+000,3.6852520943749756e+000,0.0000000000000000e+000,"yes","",
"Sampling1",2,15,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,9.0300656908793422e-002,4.9813887073536900e-002,4.3134951330541876e-002,5.4216390330447985e-002,6.1831953589750271e-002,3.8901689197606608e-002,1.4778405138436923e-002,3.5047909550564908e-002,4.1041668237641799e-002,6.1277556635223600e-002,3.2545201194705775e-002,4.6519850337106696e-003,2.4455973284050533e-001,6.8012167952970892e-001,1.0250515018644255e+000,1.9497329142346398e+000,1.9497329142346398e+000,1.9497329142346398e+000,0.0000000000000000e+000,"yes","",
"Sampling1",2,16,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.3819092721253701e-002,7.7183814235674719e-002,4.3265073627438817e-002,5.0893014707966790e-002,5.6736295342647777e-002,3.2189530092770507e-002,8.2855445790528080e-003,3.3511131160254594e-002,4.5011256673493413e-002,6.1515274129438108e-002,2.3524987078492512e-002,4.9608751884964190e-003,3.3410937727518047e-002,5.8971036748151899e-002,5.1801681643214324e-002,1.4418365611888428e-001,1.4418365611888428e-001,1.4418365611888428e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,17,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0128556930791168e-002,3.0877667487183173e-002,4.3144486089974426e-002,5.2033546280666254e-002,6.2193779559520039e-002,3.1586728439358475e-002,9.9154394297389301e-003,3.6812854720811493e-002,4.4205317461427043e-002,5.8577298171390638e-002,2.5632101627656591e-002,5.0700030635458179e-003,2.4886749113268653e-003,8.5295483360446501e-003,8.5402340787563494e-002,9.6420564034935013e-002,9.6420564034935013e-002,9.6420564034935013e-002,0.0000000000000000e+000,"yes","",
"Sampling1",2,18,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.6025851571393155e-002,3.6174947969988193e-002,4.5884182272354038e-002,5.4488704273317506e-002,5.6671644157507438e-002,3.1275488075550056e-002,1.4905795632098897e-002,3.4778200960176149e-002,4.0712960806034378e-002,5.8102844407149759e-002,2.8618456054390239e-002,4.6477395948554658e-003,2.4476576191921787e-001,6.8012167924328437e-001,1.0247841517981693e+000,1.9496715929606716e+000,1.9496715929606716e+000,1.9496715929606716e+000,0.0000000000000000e+000,"yes","",
"Sampling1",2,19,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,7.7675700402717721e-002,5.2947298530434471e-002,4.5514540821444016e-002,5.0270012546797270e-002,6.2125765300210155e-002,3.9661305980226907e-002,1.4814266711797707e-002,3.4267084209893675e-002,4.5265306657459606e-002,5.8030289995588992e-002,3.2556915148158685e-002,4.6005888956483984e-003,5.4986091005233266e-002,2.8365738309074202e-002,9.2510401695580488e-002,1.7586223100988796e-001,1.7586223100988796e-001,1.7586223100988796e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,20,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.5742708232091840e-002,3.6342301682920658e-002,4.6254138470793058e-002,5.0459831550322506e-002,5.6901433999173474e-002,3.8619099826635341e-002,1.4343114992564531e-002,3.6982036579755413e-002,4.5841845955154115e-002,5.8129967330048986e-002,2.3532179961282988e-002,4.6444073902117246e-003,6.0968366057860485e-003,2.1602488983394758e-002,1.8832736607617948e-002,4.6532062196798757e-002,4.6532062196798757e-002,4.6532062196798757e-002,0.0000000000000000e+000,"yes","",
"Sampling1",2,21,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.1016743402735615e-002,3.3644782089547950e-002,4.5008333528782321e-002,5.0087287982723175e-002,5.6777207391845677e-002,3.3857499098732237e-002,1.4917870865349608e-002,3.6999880409862136e-002,4.0792982679321077e-002,6.1022499473033669e-002,3.1944997263881919e-002,4.6621115532121350e-003,2.4458488358055980e-001,6.8012167952970892e-001,1.0248211469025348e+000,1.9495277100128034e+000,1.9495277100128034e+000,1.9495277100128034e+000,0.0000000000000000e+000,"yes","",
"Sampling1",2,22,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.8158457429766067e-002,4.0006749155917364e-002,4.6051931921803582e-002,5.4454389972965742e-002,6.0512689887930050e-002,3.3910107250060557e-002,1.4893093240472898e-002,3.5220737234735913e-002,4.5812471934599142e-002,6.1544743051195894e-002,2.3240217010432312e-002,5.2479774614832483e-003,2.6493919813281825e-002,5.7116603092536598e-002,6.1897356171884042e-002,1.4550787907770246e-001,1.4550787907770246e-001,1.4550787907770246e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,23,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.2825630007227063e-002,8.7605080786647194e-002,4.3060377987020046e-002,5.4058566858003407e-002,5.6646058844877896e-002,3.1340694462729114e-002,8.2723026982658727e-003,3.6984261294471354e-002,4.0940729132293782e-002,6.1573456987873407e-002,2.3793449607428074e-002,6.1396645047033091e-003,2.4481549871572608e-001,6.7977474593677634e-001,8.1160454467812393e-001,1.7361947893306264e+000,1.7361947893306264e+000,1.7361947893306264e+000,0.0000000000000000e+000,"yes","",
"Sampling1",2,24,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.2764664145119292e-002,9.8264427962683393e-002,4.3528758436499365e-002,5.4078687167930073e-002,6.2149670595625768e-002,3.9704359704500203e-002,1.1117539368773039e-002,3.3733665988029758e-002,4.2991828181154976e-002,5.8001335826551211e-002,3.2781084467832462e-002,9.9906784149403575e-003,2.4299146196220537e-002,5.6960597094559057e-002,1.4113304550673075e-001,2.2239278879751034e-001,2.2239278879751034e-001,2.2239278879751034e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,25,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.7290045067701140e-002,9.7587189737667307e-002,4.3241057575502208e-002,5.1285229393555759e-002,6.1155558817602367e-002,3.9289857084830959e-002,1.3504805412522362e-002,3.6835766010046456e-002,4.1654950270967571e-002,6.1506409976696375e-002,2.3074410626263673e-002,4.7872484382654647e-003,2.4479393044498254e-001,6.8003061829577116e-001,1.0115537298379103e+000,1.9363782785786641e+000,1.9363782785786641e+000,1.9363782785786641e+000,0.0000000000000000e+000,"yes","",
"Sampling1",2,26,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0731237860347345e-002,2.9014513766801385e-002,4.6592567967145060e-002,5.0097310624827682e-002,6.0732494631365493e-002,3.9106259459135082e-002,8.0040145161927850e-003,3.3508705551477398e-002,4.2012864327489415e-002,5.8107522149581634e-002,2.6069726509987658e-002,4.8064295137036049e-003,2.9490155072553165e-002,4.4214170699555813e-002,3.0655758176097642e-002,1.0436008394820662e-001,1.0436008394820662e-001,1.0436008394820662e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,27,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.7230537681618561e-002,9.5325990175788661e-002,4.6265199106711820e-002,5.0151109156032457e-002,6.1974786669651505e-002,3.7687850006928508e-002,1.4083020526416912e-002,3.6962716386219188e-002,4.1047601518469513e-002,5.9295160457805370e-002,3.2645761257374332e-002,9.7066503978751849e-003,2.4476404126020182e-001,6.7614003623760666e-001,1.3228871093035235e-001,1.0531927884281609e+000,1.0531927884281609e+000,1.0531927884281609e+000,0.0000000000000000e+000,"yes","",
"Sampling1",2,28,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.5857365896401096e-002,5.5509739703374875e-002,4.6257532443901357e-002,5.0146142804240609e-002,5.7486522548314094e-002,3.1644369000332268e-002,8.5646738104779904e-003,3.6862272906973977e-002,4.5968391763163509e-002,5.8161212161470750e-002,3.2583592000441815e-002,9.4957619054476649e-003,6.6580455579957612e-003,1.9478691602434154e-002,2.1258040918744045e-002,4.7394778079173958e-002,4.7394778079173958e-002,4.7394778079173958e-002,0.0000000000000000e+000,"yes","",
"Sampling1",2,29,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.7618667227974498e-002,8.8329010121999910e-002,4.3068512286921816e-002,5.4338616881120426e-002,5.7044356882558739e-002,3.9688115106484220e-002,1.0086729263105488e-002,3.6931824104413924e-002,4.5759507318275092e-002,5.9231583100620266e-002,2.5342068797837576e-002,9.9365139731659655e-003,7.8002050573627413e-002,3.9028761439469734e-002,7.7186487543980400e-002,1.9421729955707756e-001,1.9421729955707756e-001,1.9421729955707756e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,30,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.7718345275227538e-002,9.8591274841503249e-002,4.4769887862750796e-002,5.0257381696422070e-002,6.1593252615239201e-002,3.9125130648482144e-002,1.3920708321953953e-002,3.3478389700811940e-002,4.4794480624805622e-002,6.1452557619886813e-002,2.4822325429001740e-002,8.9788111375017493e-003,4.2392607157980856e-002,6.0954191396280014e-002,1.5700522404420839e-001,2.6035202259846923e-001,2.6035202259846923e-001,2.6035202259846923e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,31,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.4322157917548126e-002,9.9875456170709268e-002,4.6586939885223430e-002,5.4486396168661445e-002,5.6635180054215042e-002,3.9949935519248331e-002,1.4850588494864203e-002,3.4122593508882366e-002,4.3323748202199489e-002,5.8017059407339311e-002,2.3096880082492905e-002,8.0370609152117974e-003,7.4064805349346771e-002,2.9495360491934481e-002,6.4584531168978554e-002,1.6814469701025980e-001,1.6814469701025980e-001,1.6814469701025980e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,32,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.2092925690622565e-002,9.1861830339635020e-002,4.5913839855742530e-002,5.4254451971312054e-002,5.7333657566691364e-002,3.9853878745291407e-002,1.0197271018873627e-002,3.6908519662133044e-002,4.1197602578430893e-002,5.8034634775208503e-002,3.1411196038564237e-002,4.6462647765700121e-003,2.4455869576315042e-001,6.8012167952970892e-001,1.0136332331391629e+000,1.9383136084320223e+000,1.9383136084320223e+000,1.9383136084320223e+000,0.0000000000000000e+000,"yes","",
"Sampling1",2,33,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.7430013411914112e-002,9.1983976827843844e-002,4.3278733230580298e-002,5.2064341496648965e-002,5.7581494384665886e-002,3.1991192662986570e-002,1.3830854382781272e-002,3.6706572796033371e-002,4.4954687873649181e-002,6.1418754969697106e-002,3.0858729891177199e-002,9.9215181061910497e-003,2.2381805433868970e-002,4.3828579019412846e-002,8.3156767366056053e-002,1.4936715181933785e-001,1.4936715181933785e-001,1.4936715181933785e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,34,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.9552786460786380e-002,3.3689436490158549e-002,4.6271889086802645e-002,5.3555931719249460e-002,5.6586966358165507e-002,3.9910047577113250e-002,1.3586042117895873e-002,3.6760861406466248e-002,4.1424413813462110e-002,6.1525460110773728e-002,2.4722932167939065e-002,9.7078980767573517e-003,3.4146257636925609e-001,4.3476905400370863e-001,9.1533458152740624e-002,8.6776508852570533e-001,8.6776508852570533e-001,8.6776508852570533e-001,0.0000000000000000e+000,"yes","",
"Sampling1",2,35,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0783722007566049e-002,3.0143811650998838e-002,4.5585910742287072e-002,5.2168457469361967e-002,6.0751282948408744e-002,3.8944349585149043e-002,9.8584815994479640e-003,3.4104435789089040e-002,4.5932621535821498e-002,6.1270136748484194e-002,3.2427500959795866e-002,9.2765472853740504e-003,5.0708211147614993e-002,4.5766921049567859e-002,3.8985864621701408e-002,1.3546099681888424e-001,1.3546099681888424e-001,1.3546099681888424e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,1,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.9496092274173913e-002,1.0000000000000001e-001,4.6521640593244235e-002,5.4500000000000000e-002,5.6439999999999997e-002,4.0000000000000001e-002,1.4999999999999999e-002,3.3399999999999999e-002,4.5999999999999999e-002,5.8000000000000003e-002,2.3000000000000000e-002,1.0000000000000000e-002,8.7017415954811231e-002,5.0905550428530517e-002,6.9617737787018547e-002,2.0754070417036030e-001,2.0754070417036030e-001,2.0754070417036030e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,2,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,9.0835699083077467e-002,7.9858829165631737e-002,4.4149997185239195e-002,5.1610041903604929e-002,5.5028561064064896e-002,3.9886227714540312e-002,1.4818363440514695e-002,3.3695688574395158e-002,4.5937997408165412e-002,6.0676554957982555e-002,3.0396654655416140e-002,8.5850729092021433e-003,6.0806548981020621e-002,6.1079337996376937e-002,6.2111362211730262e-002,1.8399724918912780e-001,1.8399724918912780e-001,1.8399724918912780e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,3,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.1312950752769244e-002,4.3544428311667709e-002,4.6985404317068928e-002,5.1450603626274481e-002,5.5027134005948240e-002,3.4607944847956054e-002,1.4569567581691496e-002,3.3040777408033253e-002,4.1920938321799266e-002,5.8044294586966347e-002,2.3160179438901328e-002,5.7365221386119838e-003,2.0166838166072423e-002,2.8057207815680368e-002,2.8995148447334172e-002,7.7219194429086965e-002,7.7219194429086965e-002,7.7219194429086965e-002,0.0000000000000000e+000,"yes","",
"Sampling1",3,4,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.8536001868474117e-002,9.8281902938166354e-002,4.6934527662106811e-002,5.4459416544421144e-002,5.8616844285748940e-002,3.4875649306845939e-002,9.5870723810807211e-003,3.3653543249821741e-002,4.3524065472287113e-002,5.8174674201776314e-002,2.9847282930597772e-002,9.4372125460195043e-003,3.0336459863687347e-002,4.1820006319226041e-002,3.6532707614284357e-002,1.0868917379719774e-001,1.0868917379719774e-001,1.0868917379719774e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,5,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,9.0280788657586611e-002,9.9592977210597483e-002,4.4122306721445424e-002,5.1400248545231321e-002,6.0162542018426468e-002,3.5525495486590355e-002,1.0171208770486204e-002,3.5258981369622952e-002,4.1878121470347189e-002,6.0787431322734148e-002,2.9109724681539099e-002,5.8185983266786602e-003,2.4493972601956532e-001,6.8012167906096055e-001,1.0212844545892634e+000,1.9463458596697893e+000,1.9463458596697893e+000,1.9463458596697893e+000,0.0000000000000000e+000,"yes","",
"Sampling1",3,6,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.2391318404534685e-002,9.1241709512993693e-002,4.6633083304003578e-002,5.1796039219013754e-002,5.5954019013132822e-002,3.3379396350959580e-002,1.4773964442608731e-002,3.5440296289171974e-002,4.5928217148866558e-002,5.8078308442318281e-002,2.8870456805798365e-002,6.8138739631263771e-003,3.1322435445032340e-002,4.0908424296504625e-002,3.4083129364028963e-002,1.0631398910556593e-001,1.0631398910556593e-001,1.0631398910556593e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,7,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.8226592362336386e-002,9.6430573630262667e-002,4.6961257143087562e-002,5.2412964080494652e-002,5.8289345961111502e-002,3.2985996101987693e-002,1.1612753385690235e-002,3.3281874999870543e-002,4.5994852089580290e-002,6.0819836771266476e-002,2.3133779523830656e-002,9.9386314865373745e-003,5.2009422640083521e-002,5.5267216535287128e-002,3.5304806214354001e-002,1.4258144538972464e-001,1.4258144538972464e-001,1.4258144538972464e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,8,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.2391946271083411e-002,4.3322114609652955e-002,4.5998289012819132e-002,5.4974465256194566e-002,5.5297815920152892e-002,3.6948153987646656e-002,9.3345373915607339e-003,3.5612992568576439e-002,4.2344596268827334e-002,5.8997367690858823e-002,2.3196218700966637e-002,6.1571699320619629e-003,1.6970686061124618e-002,3.1984887941945213e-002,1.1994657093921564e-001,1.6890214494228548e-001,1.6890214494228548e-001,1.6890214494228548e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,9,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,9.0488401886969438e-002,9.6423702489791346e-002,4.6930470261132153e-002,5.2621713162008713e-002,5.5073717817461655e-002,3.9779478125484317e-002,9.2798328112730158e-003,3.3956594425439107e-002,4.5844488149530641e-002,5.9936204555542577e-002,2.3497063448718179e-002,5.7548809049387424e-003,3.8286356721319886e-002,4.2936351203258762e-002,7.3932288096422119e-002,1.5515499602100075e-001,1.5515499602100075e-001,1.5515499602100075e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,10,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,3.2109889913053045e-002,4.3370739551433904e-002,4.6619965962001506e-002,5.4163030903091089e-002,6.0133087424406477e-002,3.3136796725109274e-002,1.4948858305010516e-002,3.4919973224279734e-002,4.1716072991730253e-002,5.8061099070072390e-002,2.3034639694362143e-002,8.7692586256157036e-003,1.4402645516999299e-001,6.8134027139939990e-002,4.8396342037702531e-002,2.6055682434763550e-001,2.6055682434763550e-001,2.6055682434763550e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,11,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,8.1160174167847210e-002,9.9304651623115997e-002,4.4383315273716174e-002,5.1768411605193930e-002,6.0139979880966053e-002,3.2987992752089225e-002,1.4092025684352095e-002,3.5755706300379497e-002,4.3999752985195678e-002,5.8365114973939196e-002,2.3217044342383596e-002,9.9289434024551100e-003,2.7043447981349783e-001,2.0869835772521372e-001,2.7454526240552435e-001,7.5367809994423585e-001,7.5367809994423585e-001,7.5367809994423585e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,12,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,9.0709298815423098e-002,8.9955757346580970e-002,4.6945561043921884e-002,5.1401141415058783e-002,5.9388866347094338e-002,3.9013663920741376e-002,9.6032250079389706e-003,3.5681781021392155e-002,4.5277639534759960e-002,5.9187459452319603e-002,3.0102010407758919e-002,9.9907763259607495e-003,2.1451662906103574e-002,3.7702906520092463e-002,1.9422172335811675e-002,7.8576741762007712e-002,7.8576741762007712e-002,7.8576741762007712e-002,0.0000000000000000e+000,"yes","",
"Sampling1",3,13,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.7998782109884775e-002,4.2895974779462852e-002,4.4488105853255855e-002,5.4832281138408059e-002,5.5179676180414063e-002,3.9718045546181288e-002,1.1969183072398979e-002,3.3045106298883929e-002,4.5990420652493959e-002,5.9945343178413255e-002,3.0357380338840865e-002,9.9886257181263458e-003,4.2212685302181363e-002,4.1947355125758097e-002,1.4111429180650850e-001,2.2527433223444795e-001,2.2527433223444795e-001,2.2527433223444795e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,14,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,6.5925274083102336e-002,4.7603224202563604e-002,4.4140676613545496e-002,5.4906593152490045e-002,5.8094186315545672e-002,3.9807123607290301e-002,1.0164287603230352e-002,3.5550016631611205e-002,4.1752958325034444e-002,6.0765574912298219e-002,3.0766046602196166e-002,8.8997558721301447e-003,2.4488681269288262e-001,6.8007911321303194e-001,6.6598469245333614e-001,1.5909506183592508e+000,1.5909506183592508e+000,1.5909506183592508e+000,0.0000000000000000e+000,"yes","",
"Sampling1",3,15,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.9347574259616292e-002,4.8567827186475822e-002,4.6913873973396844e-002,5.2083849690051046e-002,6.0027223691094853e-002,3.3218146938009396e-002,9.2957533040581922e-003,3.5856330845787092e-002,4.1688098031252452e-002,5.8832227087985974e-002,2.9796395113148827e-002,6.1102150726065080e-003,2.4494319367758108e-001,6.8012167952970892e-001,8.7245810686034486e-001,1.7975229800676349e+000,1.7975229800676349e+000,1.7975229800676349e+000,0.0000000000000000e+000,"yes","",
"Sampling1",3,16,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.3088257793685844e-002,7.5622859652400024e-002,4.4754056474604870e-002,5.4886252160324209e-002,5.9873124076022091e-002,3.5250259111984060e-002,9.6002706217924848e-003,3.3037442701795802e-002,4.2150743377759273e-002,6.0859264380418852e-002,2.3023599336076131e-002,8.3704042392362052e-003,5.2983685357892767e-002,4.9584560138270874e-002,4.6977766050869812e-002,1.4954601154703345e-001,1.4954601154703345e-001,1.4954601154703345e-001,0.0000000000000000e+000,"yes","",
"Sampling1",3,17,"no",,0,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,4.1056204578068675e-002,9.8478051650334006e-002,4.4400944679114582e-002,5.1591827446356500e-002,5.6002030367687222e-002,3.3048458941497438e-002,1.4916963194716568e-002,3.3053782160344332e-002,4.2536333148065097e-002,6.0665021554921199e-002,2.7480294099916439e-002,6.0039366598925465e-003,2.0912497150438556e-002,3.5428933699251160e-002,4.0768790447098906e-002,9.7110221296788618e-002,9.7110221296788618e-002,9.7110221296788618e-002,0.0000000000000000e+000,"yes","",
