"","","","","","","Constants","Constants","Constants","Constants","Constants","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Variables","Responses","Responses","Responses","Composites","Objectives","","","","",
"Sampling","Iteration","Experiment","Marked","Category","Type","fa2","fa1","fa3","F10000","T","a1","a2","s11","s12","s13","s14","s15","s21","s22","s23","s24","s25","CurveMatching1","Curvematching1000","_10000ppms_Curvematching1000","StandardComposite1","StandardComposite1","Multi-Objective","Max Constr. Violation","Successful run","Simulation Location",
"Sampling1",7,10,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0982580905424246e-002,2.6172970368679847e-002,4.6924017013520065e-002,5.1780089219183090e-002,5.9143552713008800e-002,3.5721029197348167e-002,1.2247901405936642e-002,3.3476598557416470e-002,4.5943369077372273e-002,5.9145338650708000e-002,2.3363937872564248e-002,7.6361852954513294e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,11,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0612033773234915e-002,4.6611887561519752e-002,4.5314016119197519e-002,5.1760042468478533e-002,5.9385443625809331e-002,3.5572201328860187e-002,1.4219964872945016e-002,3.4590766015591086e-002,4.4316605015521170e-002,5.8818441807474885e-002,2.5556474741715879e-002,9.3693752465650176e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,12,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.3251666831934707e-002,4.6660474952922928e-002,4.6732141903545438e-002,5.1667583054632919e-002,5.9641020172539208e-002,3.9178797794886165e-002,1.1588262094495184e-002,3.3155852519186735e-002,4.5928449439921915e-002,5.8982149852734006e-002,2.5657974489885930e-002,9.6004638216129375e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,13,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0493016823833780e-002,4.2800687025620641e-002,4.6811363190510505e-002,5.0855472566473742e-002,5.9635902648142405e-002,3.5682795292150342e-002,1.4914778611691892e-002,3.4378541586181664e-002,4.4511647700428279e-002,5.8123693767951547e-002,2.3413737693057612e-002,7.7954982561990209e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,14,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.9068450689211186e-002,1.0151787971399451e-002,4.6780414150275548e-002,5.1825977561495963e-002,5.8295064598490674e-002,3.9348863470702988e-002,1.4846047002215135e-002,3.4038262443627051e-002,4.4629880417195240e-002,5.8090446139066151e-002,2.3090583070464809e-002,8.8728391005656153e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,15,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.2987636472902624e-002,1.4900866906312548e-002,4.5895080308746165e-002,5.1645074759371148e-002,5.7415480170155138e-002,3.6256613617611191e-002,1.4904643180358931e-002,3.4650063633228374e-002,4.4431338895576225e-002,5.8002455230648710e-002,2.6127491872121017e-002,8.0212405367787645e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,16,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.3512979002484816e-002,1.0204350822510545e-002,4.5422645409007645e-002,5.1532819856716081e-002,5.7023966284535342e-002,3.6396963246547884e-002,1.1731441643909551e-002,3.3077049047344369e-002,4.5934018554710451e-002,5.8203728588179036e-002,2.3261689409446173e-002,7.6131641860094183e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,17,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.3462217258771862e-002,1.7177291989246203e-002,4.5302508218679240e-002,5.0191600440125925e-002,5.9493835011487514e-002,3.5604293300483474e-002,1.2705183380778810e-002,3.3272512620896089e-002,4.5604757711575204e-002,5.8007511084123886e-002,2.5209583380002936e-002,9.9026166256443900e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,18,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.2743980408632495e-002,1.5677269967200605e-002,4.6333332270047725e-002,5.0231518441132612e-002,5.9407183083584079e-002,3.9825770760904398e-002,1.3938472576366150e-002,3.4672237204618248e-002,4.5800210048970884e-002,5.8049024708518658e-002,2.5841071908829921e-002,7.5904885992831650e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,19,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.9221024645554450e-002,4.7157520162624339e-002,4.6996029951389504e-002,5.1779532929927617e-002,5.7170034327789152e-002,3.6454050815664676e-002,1.4890875488451385e-002,3.4693308412117534e-002,4.4316859726324272e-002,5.9172563005524099e-002,2.3891334320831382e-002,9.1905392362363510e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,20,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.5614995372169070e-002,2.8296240445523847e-002,4.5258186774946821e-002,5.0857521835318477e-002,5.9602043150186891e-002,3.6328886546021261e-002,1.1591234261086178e-002,3.3119469840210948e-002,4.4345175266025709e-002,5.8198415717737213e-002,2.3423437818206147e-002,7.6390033913232291e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,21,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.8649474438365798e-002,2.0267858131402902e-002,4.5387143653354771e-002,5.1661874032104711e-002,5.7114225856931974e-002,3.6361359981309585e-002,1.4979408346652252e-002,3.3178121671445758e-002,4.4501998871300789e-002,5.9009836468819181e-002,2.3490750597914698e-002,8.3097974885406184e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,22,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.3335153675770910e-002,1.0236313115972491e-002,4.6930270739349522e-002,5.0132751263605488e-002,5.8358694684182977e-002,3.5759007861579019e-002,1.4602746540167705e-002,3.3216202549826164e-002,4.5504043060264336e-002,5.8152864890034704e-002,2.5698186115085855e-002,7.6623932939880561e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,23,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.6960191584981969e-002,1.1329286854162728e-002,4.5322531308817096e-002,5.0008953041540904e-002,5.7549240542184146e-002,3.7289224712868024e-002,1.2603078956563147e-002,3.4678420159262396e-002,4.5454315083265112e-002,5.9027484883912192e-002,2.5993375390407261e-002,9.4125098295552486e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,24,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.5623756821865967e-002,4.5803029989538682e-002,4.5714883597572940e-002,5.0105097504913904e-002,5.9495844126347702e-002,3.7170281429823059e-002,1.1476484038344923e-002,3.4537910630866656e-002,4.4377500076533238e-002,5.9155888140557583e-002,2.3144666452662093e-002,8.3663876824087175e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,25,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.1938406596366695e-002,4.6003155024275037e-002,4.5821954227839884e-002,5.0362429995030683e-002,5.9484868559295738e-002,3.9904865125854200e-002,1.4769694761685286e-002,3.4427500505931866e-002,4.5972159885046278e-002,5.8820645110937986e-002,2.4268402396811811e-002,9.8100401093972577e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,26,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,2.8898071183110642e-002,1.0050410445583672e-002,4.6949002563850109e-002,5.0074388960847094e-002,5.9300000233125927e-002,3.9735940330001822e-002,1.1740261414387975e-002,3.4627201865106969e-002,4.4263162610577070e-002,5.8329519833818830e-002,2.3076322890464934e-002,9.9747983974544721e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,27,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.9059003100615122e-002,3.0155374671838785e-002,4.6979718817032314e-002,5.0294715519016223e-002,5.7180565083354097e-002,3.5601178915996137e-002,1.4706001732787865e-002,3.3925232723732414e-002,4.5951638402359732e-002,5.8206248252860415e-002,2.5764494316455500e-002,9.8856630546100936e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,28,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.7320156506317273e-002,3.8190246574624935e-002,4.6021247260415780e-002,5.1407982573453352e-002,5.9552682722610273e-002,3.5987892720660462e-002,1.2389267759448153e-002,3.4664432302101929e-002,4.5981457953633426e-002,5.8026117391371701e-002,2.6192048086069231e-002,8.1382446307459409e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,29,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.6082933341683276e-002,4.7197926147432179e-002,4.5233280139960017e-002,5.0553364469213116e-002,5.8002611115026650e-002,3.8207957793312555e-002,1.1725318367472017e-002,3.3139847453137111e-002,4.5285432896293464e-002,5.9177904393956884e-002,2.3110901425542937e-002,9.8806187340533848e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,30,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.8581209253818652e-002,4.7778648655456550e-002,4.6098902220533103e-002,5.1816486143790190e-002,5.7301440012808201e-002,3.9806881100751583e-002,1.1658780307431043e-002,3.3127232102851067e-002,4.5603692192956360e-002,5.8103226455338601e-002,2.3083275365377097e-002,7.6039714791436893e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,31,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,2.2657831610843761e-002,3.9853706069086281e-002,4.6989829885358367e-002,5.0009893785370102e-002,5.9303821002086990e-002,3.9411064889926337e-002,1.4170068352699572e-002,3.3057521982505278e-002,4.5426447542908643e-002,5.8270770636525027e-002,2.3314523420051369e-002,7.7049436921893984e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,32,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,2.4222242388502412e-002,3.8243463670462462e-002,4.6270774650727091e-002,5.1347682535803449e-002,5.6997674608651933e-002,3.9982523468660748e-002,1.1941170673205954e-002,3.4540926348680050e-002,4.4823024253467188e-002,5.9175159966735690e-002,2.4927509770857257e-002,9.3141479358230771e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,33,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.2492086666201720e-002,1.7871228524622633e-002,4.6510363625066130e-002,5.1623802988976356e-002,5.9061217503006608e-002,3.6367906867889876e-002,1.4733032057359600e-002,3.3073333860831451e-002,4.5347783208570400e-002,5.9126152248454189e-002,2.5547602529285739e-002,9.9445394865122511e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,34,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,3.6270724747439670e-002,4.6859833241071347e-002,4.6605906311233500e-002,5.1805503599784551e-002,5.8984234550287631e-002,3.8437239752269162e-002,1.4010826789348060e-002,3.3434580943947995e-002,4.4376228423682662e-002,5.9040321534371984e-002,2.6045564004005886e-002,7.5654725963548511e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"Sampling1",7,35,"no",,3,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.1152934540880875e-002,1.1769902891381174e-002,4.5393779441023595e-002,5.1780404480302196e-002,5.9589994221793376e-002,3.9357574214632395e-002,1.4514088824013796e-002,3.3081743150917192e-002,4.4928585132968192e-002,5.8655311353077950e-002,2.3123081353740700e-002,8.1684171350482997e-003,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,"no","",
"",0,1,"no",,2,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0000000000000001e-001,1.0000000000000001e-001,4.7000000000000000e-002,5.5000000000000000e-002,6.2199999999999998e-002,3.5999999999999997e-002,1.0999999999999999e-002,3.3000000000000002e-002,4.0000000000000001e-002,5.9999999999999998e-002,2.8000000000000001e-002,6.0000000000000001e-003,2.4456061284417896e-001,6.8011929722146258e-001,8.8968266926212491e-001,1.8143625793277665e+000,1.8143625793277665e+000,1.8143625793277665e+000,0.0000000000000000e+000,"no","1.1",
"",1,1,"no",,2,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0000000000000000e-002,1.0000000000000001e-001,4.2999999999999997e-002,5.0000000000000003e-002,6.2199999999999998e-002,4.0000000000000001e-002,1.4999999999999999e-002,3.6999999999999998e-002,4.5999999999999999e-002,5.8000000000000003e-002,2.3000000000000000e-002,1.0000000000000000e-002,2.5470109240399857e-001,1.7693346491734774e-001,2.8299794607540185e-001,7.1463250339674822e-001,7.1463250339674822e-001,7.1463250339674822e-001,0.0000000000000000e+000,"no","2.1",
"",2,1,"no",,2,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,5.9496092274173913e-002,1.0000000000000001e-001,4.6521640593244235e-002,5.4500000000000000e-002,5.6439999999999997e-002,4.0000000000000001e-002,1.4999999999999999e-002,3.3399999999999999e-002,4.5999999999999999e-002,5.8000000000000003e-002,2.3000000000000000e-002,1.0000000000000000e-002,8.7017415954811231e-002,5.0905550428530517e-002,6.9617737787018547e-002,2.0754070417036030e-001,2.0754070417036030e-001,2.0754070417036030e-001,0.0000000000000000e+000,"no","3.1",
"",3,1,"no",,2,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.7096092274173908e-002,5.2463902114868122e-002,4.4119999999999999e-002,5.1400000000000001e-002,6.0121895862112730e-002,3.2959999999999996e-002,9.5575121986959423e-003,3.3000000000000002e-002,4.5999999999999999e-002,5.8000000000000003e-002,2.3000000000000000e-002,1.0000000000000000e-002,9.4512012854792216e-002,8.1754413122281627e-002,1.5199336720981138e-001,3.2825979318688525e-001,3.2825979318688525e-001,3.2825979318688525e-001,0.0000000000000000e+000,"no","4.1",
"",4,1,"no",,2,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,2.3323858818677851e-002,3.1376652402416605e-002,4.5303999999999997e-002,5.0000000000000003e-002,5.8048295862112728e-002,3.6336000000000000e-002,1.2184000000000000e-002,3.5426163702135575e-002,4.5999999999999999e-002,5.8000000000000003e-002,2.3000000000000000e-002,7.2901051026833920e-003,3.1994408701321905e-002,3.6970816736351247e-002,3.4557069982622687e-002,1.0352229542029584e-001,1.0352229542029584e-001,1.0352229542029584e-001,0.0000000000000000e+000,"no","5.1",
"",5,1,"no",,2,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0000000000000000e-002,1.0000000000000000e-002,4.6225599999999999e-002,5.0000000000000003e-002,5.6389415862112727e-002,3.8870399999999999e-002,1.4257600000000000e-002,3.4711437004150379e-002,4.5999999999999999e-002,5.8000000000000003e-002,2.3000000000000000e-002,8.8453051026833925e-003,2.3696923018288810e-002,5.0962380028518335e-002,3.9160750855844723e-002,1.1382005390265187e-001,1.1382005390265187e-001,1.1382005390265187e-001,0.0000000000000000e+000,"no","6.1",
"",6,1,"no",,2,1.0000000000000001e-001,2.9999999999999999e-001,1.0000000000000000e-003,1.3999999999999999e+000,2.3800000000000000e+002,1.0000000000000000e-002,1.0000000000000000e-002,4.7000000000000000e-002,5.0000000000000003e-002,5.8317759999999996e-002,4.0000000000000001e-002,1.4999999999999999e-002,3.3877293598807943e-002,4.5999999999999999e-002,5.8000000000000003e-002,2.3000000000000000e-002,1.0000000000000000e-002,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,1.0000000000000000e+030,0.0000000000000000e+000,"no","7.1",
